Project.ID,Human_yi,stringency_mean,stringency_med,stringency_max,Latitude_med,Latitude_mean,Latitude_sd,Longitude_med,Longitude_mean,Longitude_sd,HMI_med,HMI_mean,HMI_sd,GPW_med,GPW_mean,GPW_sd,RoadDensity_m_km2_med,RoadDensity_m_km2_mean,RoadDensity_m_km2_sd,dist_road_med,dist_road_mean,dist_road_sd,Land.Cover,CountryName,Habitat_closure
SD_Grassland_Custer_County,0.47,40.58,39.81,46.3,43.72604,43.7253716666667,0.00309893387739605,-103.80021,-103.798835555556,0.00381006904711655,0.1026634,0.104638522222222,0.0181505596536485,2.9768679,2.60686486111111,1.02581766086531,112,112,0,1451.01,1537.225,359.610821031488,Herbaceous_vegetation,United States,Open
SD_Shelterbelt_and_Grassland_Brookings,0.8957,40.1885714285714,39.81,43.52,44.3335,44.3325847368421,0.014949360955655,-96.8056,-96.8127884210526,0.026717624075829,0.5880156,0.585204310526316,0.0839819284839363,2.8589656,5.71708876842105,5.6409467960782,302,662.052631578947,972.596380467378,684.14,771.645789473684,613.953731547652,Cultivated,United States,Open
SeatoSkyMamMon,-0.1905,61.577610619469,59.26,65.74,50.5351945,50.5346754736842,0.012243988370993,-122.962665,-122.962058184211,0.0525787541605276,0.01261205,0.014359,0.00606190894440607,0.0805493,0.329112836842105,0.494355679614164,0,0,0,26423.22672,26938.0046076316,2529.41263400431,Closed_forest_evergreen,Canada,Closed
Silva-Rodriguez2020,-1.2525,77.5347826086957,76.39,81.94,-39.815575,-39.8186083333333,0.0170202279833756,-73.250025,-73.254325,0.0110144710598074,0.6157361,0.627252466666667,0.0825900312292243,189.7265625,189.726572675,2.28688404566407E-05,286.5,333.166666666667,119.495023352693,702.74,698.718333333333,395.782209849474,Urban,Chile,Open
Slovenia,0.0537,78.7003571428571,78.7,89.81,45.66986,45.6664903048727,0.109787866861308,14.70671,14.6782043448364,0.288217086023206,0.1688728,0.192841792,0.0909489690859239,4.321599,17.7566030454545,42.5639395068573,178,228.763636363636,205.04638638774,2387.93,2744.85225454545,1739.89487455442,Closed_forest_deciduous,Slovenia,Closed
SouthChilcotinMountains,0.1565,62.2140322580645,64.81,64.81,50.98697,50.9836346885246,0.059152823414593,-122.869756,-122.87967157377,0.0989131934331752,0.0052278,0.00969075245901639,0.016396390680163,0.0068203,0.119656919672131,0.851958141156889,0,0,0,66974.12,67506.0875409836,7180.88555240337,Closed_forest_evergreen,Canada,Closed
SUCP,-3.1081,64.8596774193548,64.35,67.13,47.66921,47.6326407692308,0.0956941056146756,-122.24813,-122.209529230769,0.138531217978678,0.8108175,0.73609305,0.169097795750886,935.7263794,1419.68015406154,1561.03446219508,9969,8709.66666666667,4008.85501656765,108.05,174.733076923077,265.243139989211,Urban,United States,Open
Tembe,-1.8763,86.390303030303,87.96,87.96,-26.969232,-26.968804557377,0.045934884800307,32.462234,32.4641773278689,0.04139924997216,0.0795897,0.0897091344262295,0.0284840415583761,0.2334621,0.781827596721311,2.15273843604713,136,172.83606557377,98.0389684985633,8538.25,8047.37606557377,3555.89954477592,Open_forest_other,South Africa,Open
TN_Forest_Cheatham,1.3434,53.6828571428571,54.17,54.17,36.19247,36.191834,0.0061681757162607,-87.10535,-87.1036128,0.00703212717935892,0.2816801,0.288341044,0.0134385384173367,4.8490129,6.454423,3.62170999829052,0,0,0,5126.41,5146.0876,568.869948262049,Closed_forest_deciduous,United States,Closed
TN_Forest_Cumberland Gap National Historical Park,-1.5617,54.9281818181818,55.56,55.56,36.57984,36.5768633333333,0.00851740130556167,-83.67004,-83.6684155555556,0.00259341527291354,0.554904,0.535430922222222,0.0341560474615322,25.1340275,27.8400101111111,7.70629160274755,236,804,950.428456013392,447.99,580.467777777778,324.518457401801,Closed_forest_deciduous,United States,Closed
TX_Forest_Pineywoods_Angelina,2.4612,53.166,51.39,55.09,31.49998,31.5003409677419,0.00300082583615342,-94.78041,-94.7776225806452,0.00900955861580357,0.2034166,0.20634805483871,0.0288392616871611,5.3604302,5.36359496774194,0.0176205140190137,99,144,47.2440472440709,1928.81,1891.39709677419,682.173981890219,Closed_forest_evergreen,United States,Closed
TX_Grassland_Abilene,2.0557,54.9279411764706,55.09,58.8,32.24056,32.23877,0.00451515448240738,-99.88194,-99.8834019047619,0.00644754342292208,0.2214791,0.237677738095238,0.0582844863805582,3.3350759,5.49630071904762,6.1902149714855,147,147,0,310.49,376.378095238095,300.344181259086,Closed_forest_other,United States,Closed
TX_Grassland_Freeman_Center,NA,54.5504166666667,55.09,55.09,29.92944,29.9311154545455,0.00512746792020435,-97.99498,-97.9971190909091,0.00480684190409098,0.3109473,0.327895172727273,0.0255702152328091,3.2168872,3.77570836363636,2.8418386448263,0,24.7272727272727,34.3076985794469,2536.11,2713.32363636364,500.56085978176,Open_forest_other,United States,Open
TX_Grassland_Matador,1.6581,54.51265625,55.09,58.8,34.134565,34.134246,0.0204801206308137,-100.414125,-100.4163405,0.0481123771661619,0.09639485,0.107661545,0.0378456187575882,0,0.00500426,0.00958219729550038,0,0,0,8687.185,8863.0255,2415.60337392997,Herbaceous_vegetation,United States,Open
Umea,NA,64.691914893617,64.81,64.81,63.82528,63.8167917857143,0.127257227191457,20.30527,20.2753233035714,0.237914518328181,0.4748994,0.469002420720721,0.135417434489473,16.44751455,118.780640775455,165.664443775543,945,1013.11607142857,907.584088830308,213.125,652.12,1270.6413142721,Closed_forest_evergreen,Sweden,Closed
UniBrno_01,0.5584,78.9354166666667,79.63,82.41,49.22332,49.2248042857143,0.0107850216533625,16.715565,16.7129239285714,0.013311888960565,0.5251002,0.580547117857143,0.0960681850382631,1451.758057,1036.46217411071,622.550235913554,2369,2369,0,488.495,637.182857142857,432.027476431227,Closed_forest_mixed,Czech Republic,Closed
UniHasselt_01,-1.8037,78.9116129032258,81.48,81.48,50.96994,50.9648022820764,0.028471586186637,5.63298,5.62991470127326,0.0294289137473157,0.5838104,0.600090662487757,0.067435829272011,463.6573486,442.739371255828,65.5517304889937,679,1381.22722820764,1125.69337207099,505.7,567.505905974535,394.349881408066,Closed_forest_evergreen,Belgium,Closed
UniZagreb_Agri_01,-1.3392,88.0355,96.3,96.3,44.8743,44.8671460215054,0.056050097915979,15.55664,15.5668180645161,0.0673060455689251,0.1098597,0.149053725806452,0.0876263233076582,7.3012552,7.32064321612903,2.18863755292629,162,166.967741935484,88.5450575073288,2563.33,2729.88870967742,1456.00222372488,Closed_forest_mixed,Croatia,Closed
USAFA_CO,1.0482,71.2211764705882,72.22,82.41,39.00415,38.9984386521739,0.0253410681047913,-104.8778,-104.873445043478,0.0209708957962698,0.4117663,0.42076542173913,0.0937799150796158,0,194.140615056522,521.04858087086,835,1505.86956521739,782.10010428495,849.45,861.881739130435,517.389972244009,Closed_forest_evergreen,United States,Closed
UT_Desert_Wasatch,0.8448,48.5193548387097,45.83,53.24,40.665555,40.6637575,0.0718523363419079,-111.87097,-111.878731136364,0.0417677358075895,0.8423124,0.834122827272727,0.0612738848036719,1602.4510495,1700.66315215909,1146.66627629099,13313,12717.0227272727,4290.59468686024,103.29,121.625909090909,87.134271321273,Urban,United States,Open
VA_Forest_Richmond(rural),-1.5497,50.4918965517241,50.46,52.31,37.58943,37.589391875,0.00277268153899194,-77.666185,-77.666055,0.00200055658921786,0.5168368,0.528054975,0.0223730538342146,52.1232414,48.1440560625,12.9581874422492,6948,4445.25,3337,629.78,612.9975,220.063419964943,Closed_forest_other,United States,Closed
VA_Forest_Richmond(suburban),-0.0818,50.46,50.46,50.46,37.577165,37.5764691666667,0.00415332168999784,-77.537865,-77.5381708333333,0.00287529115785131,0.6585129,0.664536983333333,0.00958321879772928,1440.118897,1523.05769873333,414.766240294829,7975,7975,0,49.4,65.5366666666667,29.4208483078159,Open_forest_other,United States,Open
VA_Forest_SCBI_GEO,-2.1639,50.6758333333333,50.46,52.31,38.893575,38.8935821875,0.00238570575811119,-78.14539,-78.145671875,0.00260477210105003,0.3844955,0.3984247328125,0.0189663044819721,13.6473866,11.3201446265625,4.86655547805961,451,451,0,1564.04,1530.55890625,171.529168023726,Closed_forest_deciduous,United States,Closed
Vinci,0.7566,77.7854838709677,87.96,87.96,44.1592625,44.7507229090909,1.38515644357548,2.017371,2.29353904545455,1.89310724382056,0.57368705,0.566117939393939,0.0965789286138941,69.0329094,179.19310679697,208.288445209085,983.5,1413.95454545455,1081.69970853308,12.765,16.6095454545455,14.8924516173404,Cultivated,France,Open
WA_Forest_Seattle_Urban_Carnivores,-2.3783,61.4627777777778,61.57,62.04,47.69039,47.6855210526316,0.0226902622027682,-122.25117,-122.236236842105,0.111663281742359,0.7956663,0.756919873684211,0.147292992408215,1648.257935,2080.65794383684,1824.99562867754,10293,10197.7368421053,3042.82810414013,71.35,178.522105263158,163.968218078279,Closed_forest_evergreen,United States,Closed
Waterton Corridor,-1.3174,70.3727419354839,75.93,75.93,49.058173,49.0600258974359,0.00740258191015635,-113.907715,-113.903743230769,0.0153177966232978,0.2862834,0.246125833333333,0.0817534648439645,0.1776252,5.06327007435898,17.3126616291495,63,66.974358974359,10.4993412813105,747.32,947.07358974359,550.051757648349,Closed_forest_evergreen,Canada,Closed
WI_Forest_Chequamegon-Nicolet,NA,52.8927868852459,51.39,56.02,46.17813,46.1794989473684,0.0198515599428296,-90.89916,-90.9136657894737,0.0431955400624472,0.058783,0.0591852263157895,0.0229632600957569,0.3067562,0.323171136842105,0.321100817152494,202,193.473684210526,62.7768255374657,673.72,1054.22421052632,941.798009078119,Closed_forest_deciduous,United States,Closed
WI_Forest_Whitewater,NA,52.2796078431373,51.39,56.02,42.84999,42.8496238461538,0.00247470718288538,-88.74347,-88.7444215384615,0.00164630822425047,0.677404,0.691245876923077,0.0337876028890813,300.0159607,440.736180284615,343.493799591768,803,803,0,255.26,238.229230769231,113.913570194069,Cultivated,United States,Open
WV_Forest_WVU_Research_Forest,0.9735,52.78,52.78,55.56,39.6666,39.6674177777778,0.00692641284861727,-79.7499,-79.7541282222222,0.0151518704649253,0.2800298,0.295130066666667,0.0436410448162882,1.9013523,4.09401613777778,4.87242884704394,209,238.155555555556,109.841198504427,1188.24,1239.32066666667,725.175430475588,Closed_forest_deciduous,United States,Closed
WY_Grassland_Carbon_County,0.1671,56.4189285714286,55.56,57.41,41.27178,41.271573,0.00947807114510132,-107.652645,-107.653852,0.00648071682194887,0.04668545,0.046522425,0.00236744187409888,0,0,0,0,5.9,26.3856021344975,5049.65,5064.5905,224.360705197187,Herbaceous_vegetation,United States,Open
YWW,0.5268,70.043738317757,62.04,85.19,46.63403,46.6348585333333,0.0212057955525397,-87.53971,-87.5348621333333,0.0431315917818574,0.05455045,0.09301634,0.0904554061042334,0.2898053,2.56870358,5.02581834696262,0,0,0,8888.13,8517.50366666667,3149.20131555494,Closed_forest_deciduous,United States,Closed
LifeLynxCro_01,NA,87.4114516129032,96.3,96.3,44.68745,44.6689987162162,0.264969451537343,15.153825,15.2814372972973,0.31150150099243,0.15525025,0.175603474324324,0.0719129940231719,10.1391544,9.71431717432433,5.35147793166776,176,225.905405405405,170.419623675937,NA,NA,NA,Closed_forest_deciduous,Croatia,Closed
