Project.ID,Species,yi_mod_lowhigh,vi_mod_lowhigh,Longitude_mean,Latitude_mean,Comparison,det_diet_breadth_n,habitat_breadth_n,stringency_med,HMI_med,Treatment_Activity_NoSame,Habitat_closure,family,trophic_level,Habitat_closure.1,activity_cycle,foraging_stratum,trophic_groups,hum_mod_noSame,brain_mass_relative,proj_sp,Hunted,Duration
MK,Procyon lotor,1.993875236,1.688125142,-0.994665871,0.629933039,Year,2.063987257,-1.252848407,0.067909729,-0.234617445,High,Closed,Procyonidae,omnivore,Closed,nocturnal_only,G,small_omnivore,0.33640729,0.4371,MK Procyon lotor,No,NA
MK,Puma concolor,1.277800035,1.203461222,-0.994665871,0.629933039,Year,-0.885048546,1.160665581,0.067909729,-0.234617445,High,Closed,Felidae,carnivore,Closed,mix,G,large_carnivore,0.33640729,0.4536,MK Puma concolor,No,NA
MK,Ursus americanus,-0.018327247,0.359404505,-0.994665871,0.629933039,Year,0.097963389,0.557287084,0.067909729,-0.234617445,High,Closed,Ursidae,omnivore,Closed,mix,G,large_omnivore,0.33640729,0.4763,MK Ursus americanus,No,NA
MO_Anthropogenic_University_of_Missouri,Canis latrans,0.670439377,0.551526648,-0.481287853,0.077718759,Year,0.097963389,1.160665581,-1.281076308,0.340060693,Low,Open,Canidae,carnivore,Open,mix,G,small_carnivore,NA,0.4856,MO_Anthropogenic_University_of_Missouri Canis latrans,No,NA
MO_Anthropogenic_University_of_Missouri,Dasypus novemcinctus,1.089954265,1.224743486,-0.481287853,0.077718759,Year,-0.885048546,1.160665581,-1.281076308,0.340060693,Low,Open,Dasypodidae,carnivore,Open,nocturnal_only,G,small_carnivore,NA,0.2628,MO_Anthropogenic_University_of_Missouri Dasypus novemcinctus,No,NA
MO_Anthropogenic_University_of_Missouri,Didelphis virginiana,-1.356976442,0.785739923,-0.481287853,0.077718759,Year,2.063987257,-0.046091413,-1.281076308,0.340060693,Low,Open,Didelphidae,omnivore,Open,nocturnal_only,S,small_omnivore,NA,0.2745,MO_Anthropogenic_University_of_Missouri Didelphis virginiana,No,NA
MO_Anthropogenic_University_of_Missouri,Lontra canadensis,1.089954265,1.224743486,-0.481287853,0.077718759,Year,-0.885048546,1.160665581,-1.281076308,0.340060693,Low,Open,Mustelidae,carnivore,Open,mix,G,small_carnivore,NA,0.446,MO_Anthropogenic_University_of_Missouri Lontra canadensis,No,NA
MO_Anthropogenic_University_of_Missouri,Lynx rufus,0.079052614,1.000101685,-0.481287853,0.077718759,Year,-0.885048546,0.557287084,-1.281076308,0.340060693,Low,Open,Felidae,carnivore,Open,nocturnal_only,G,small_carnivore,NA,0.4481,MO_Anthropogenic_University_of_Missouri Lynx rufus,No,NA
MO_Anthropogenic_University_of_Missouri,Marmota monax,-0.346112026,0.993176295,-0.481287853,0.077718759,Year,1.080975323,-0.046091413,-1.281076308,0.340060693,Low,Open,Sciuridae,omnivore,Open,diurnal_only,G,small_omnivore,NA,0.3283,MO_Anthropogenic_University_of_Missouri Marmota monax,No,NA
MO_Anthropogenic_University_of_Missouri,Mephitis mephitis,-0.326474938,0.897298186,-0.481287853,0.077718759,Year,2.063987257,0.557287084,-1.281076308,0.340060693,Low,Open,Mephitidae,omnivore,Open,nocturnal_only,G,small_omnivore,NA,0.3037,MO_Anthropogenic_University_of_Missouri Mephitis mephitis,No,NA
MO_Anthropogenic_University_of_Missouri,Odocoileus virginianus,0.032262349,0.314495846,-0.481287853,0.077718759,Year,-0.885048546,3.57417957,-1.281076308,0.340060693,Low,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,NA,0.454,MO_Anthropogenic_University_of_Missouri Odocoileus virginianus,Yes (rarely),<3 months
MO_Anthropogenic_University_of_Missouri,Procyon lotor,-0.452494807,0.449085739,-0.481287853,0.077718759,Year,2.063987257,-1.252848407,-1.281076308,0.340060693,Low,Open,Procyonidae,omnivore,Open,nocturnal_only,G,small_omnivore,NA,0.4371,MO_Anthropogenic_University_of_Missouri Procyon lotor,No,NA
MO_Anthropogenic_University_of_Missouri,Sylvilagus floridanus,-0.294198881,0.974809244,-0.481287853,0.077718759,Year,-0.885048546,3.57417957,-1.281076308,0.340060693,Low,Open,Leporidae,herbivore,Open,mix,G,small_herbivore,NA,0.286,MO_Anthropogenic_University_of_Missouri Sylvilagus floridanus,No,NA
MO_Anthropogenic_University_of_Missouri,Urocyon cinereoargenteus,-1.766912763,1.523185924,-0.481287853,0.077718759,Year,2.063987257,-0.64946991,-1.281076308,0.340060693,Low,Open,Canidae,omnivore,Open,mix,G,small_omnivore,NA,0.4483,MO_Anthropogenic_University_of_Missouri Urocyon cinereoargenteus,No,NA
MO_Anthropogenic_University_of_Missouri,Vulpes vulpes,1.810240505,1.422831468,-0.481287853,0.077718759,Year,0.097963389,1.764044078,-1.281076308,0.340060693,Low,Open,Canidae,omnivore,Open,mix,G,small_omnivore,NA,0.4547,MO_Anthropogenic_University_of_Missouri Vulpes vulpes,No,NA
MO_Forest_Bull_Shoals,Canis latrans,0.746799093,0.866020387,-0.486572648,-0.053777544,Year,0.097963389,1.160665581,-1.281076308,-0.876182602,Low,Closed,Canidae,carnivore,Closed,mix,G,small_carnivore,1.152265608,0.4856,MO_Forest_Bull_Shoals Canis latrans,Yes (rarely),NA
MO_Forest_Bull_Shoals,Dasypus novemcinctus,-1.568301753,0.336789571,-0.486572648,-0.053777544,Year,-0.885048546,1.160665581,-1.281076308,-0.876182602,Low,Closed,Dasypodidae,carnivore,Closed,nocturnal_only,G,small_carnivore,1.152265608,0.2628,MO_Forest_Bull_Shoals Dasypus novemcinctus,No,NA
MO_Forest_Bull_Shoals,Didelphis virginiana,-1.484532895,0.944159056,-0.486572648,-0.053777544,Year,2.063987257,-0.046091413,-1.281076308,-0.876182602,Low,Closed,Didelphidae,omnivore,Closed,nocturnal_only,S,small_omnivore,1.152265608,0.2745,MO_Forest_Bull_Shoals Didelphis virginiana,Yes (rarely),NA
MO_Forest_Bull_Shoals,Lynx rufus,0.053652725,1.414682626,-0.486572648,-0.053777544,Year,-0.885048546,0.557287084,-1.281076308,-0.876182602,Low,Closed,Felidae,carnivore,Closed,nocturnal_only,G,small_carnivore,1.152265608,0.4481,MO_Forest_Bull_Shoals Lynx rufus,Yes (rarely),NA
MO_Forest_Bull_Shoals,Odocoileus virginianus,0.218601431,0.314767376,-0.486572648,-0.053777544,Year,-0.885048546,3.57417957,-1.281076308,-0.876182602,Low,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,1.152265608,0.454,MO_Forest_Bull_Shoals Odocoileus virginianus,Yes (commonly),3-9 months
MO_Forest_Bull_Shoals,Procyon lotor,-2.072020465,1.105557231,-0.486572648,-0.053777544,Year,2.063987257,-1.252848407,-1.281076308,-0.876182602,Low,Closed,Procyonidae,omnivore,Closed,nocturnal_only,G,small_omnivore,1.152265608,0.4371,MO_Forest_Bull_Shoals Procyon lotor,Yes (rarely),NA
MO_Forest_Bull_Shoals,Sylvilagus floridanus,-2.104192435,1.536603923,-0.486572648,-0.053777544,Year,-0.885048546,3.57417957,-1.281076308,-0.876182602,Low,Closed,Leporidae,herbivore,Closed,mix,G,small_herbivore,1.152265608,0.286,MO_Forest_Bull_Shoals Sylvilagus floridanus,Yes (rarely),NA
Moreira2020,Lepus europaeus,-1.13370361,1.224743848,-0.141232018,-3.994986187,Season,-0.885048546,-0.046091413,1.141119674,0.96935726,Low,Closed,Leporidae,herbivore,Closed,nocturnal_only,G,small_herbivore,0.728244491,0.32,Moreira2020 Lepus europaeus,Yes (commonly),NA
MT_Grassland_SCBI,Antilocapra americana,0.79475195,0.704697572,-0.739807621,0.546874384,Year,-0.885048546,-0.046091413,-0.762407992,-1.246075138,High,Open,Antilocapridae,herbivore,Open,mix,G,large_herbivore,2.429098789,0.4507,MT_Grassland_SCBI Antilocapra americana,Yes (commonly),3-9 months
MT_Grassland_SCBI,Bison bison,1.054682415,0.287644114,-0.739807621,0.546874384,Year,-0.885048546,0.557287084,-0.762407992,-1.246075138,High,Open,Bovidae,herbivore,Open,mix,G,large_herbivore,2.429098789,0.4355,MT_Grassland_SCBI Bison bison,Yes (commonly),3-9 months
MT_Grassland_SCBI,Canis latrans,-0.494365109,0.368427038,-0.739807621,0.546874384,Year,0.097963389,1.160665581,-0.762407992,-1.246075138,High,Open,Canidae,carnivore,Open,mix,G,small_carnivore,2.429098789,0.4856,MT_Grassland_SCBI Canis latrans,Yes (commonly),>9 months
MT_Grassland_SCBI,Cervus elaphus,-2.075508172,0.851552954,-0.739807621,0.546874384,Year,-0.885048546,0.557287084,-0.762407992,-1.246075138,High,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,2.429098789,0.4897,MT_Grassland_SCBI Cervus elaphus,Yes (commonly),3-9 months
MT_Grassland_SCBI,Cynomys ludovicianus,-1.042733735,1.269503373,-0.739807621,0.546874384,Year,-0.885048546,-0.046091413,-0.762407992,-1.246075138,High,Open,Sciuridae,herbivore,Open,diurnal_only,G,small_herbivore,2.429098789,0.2518,MT_Grassland_SCBI Cynomys ludovicianus,Yes (rarely),>9 months
MT_Grassland_SCBI,Erethizon dorsatum,-1.387495572,0.645407949,-0.739807621,0.546874384,Year,0.097963389,-0.046091413,-0.762407992,-1.246075138,High,Open,Erethizontidae,herbivore,Open,nocturnal_only,S,small_herbivore,2.429098789,0.355,MT_Grassland_SCBI Erethizon dorsatum,Yes (rarely),>9 months
MT_Grassland_SCBI,Lepus townsendii,-0.28535379,1.22474835,-0.739807621,0.546874384,Year,-0.885048546,-0.046091413,-0.762407992,-1.246075138,High,Open,Leporidae,herbivore,Open,nocturnal_only,G,small_herbivore,2.429098789,0.3213,MT_Grassland_SCBI Lepus townsendii,Yes (rarely),>9 months
MT_Grassland_SCBI,Lynx rufus,-1.67164554,1.224822838,-0.739807621,0.546874384,Year,-0.885048546,0.557287084,-0.762407992,-1.246075138,High,Open,Felidae,carnivore,Open,nocturnal_only,G,small_carnivore,2.429098789,0.4481,MT_Grassland_SCBI Lynx rufus,Yes (rarely),3-9 months
MT_Grassland_SCBI,Odocoileus hemionus,0.743969342,0.366105156,-0.739807621,0.546874384,Year,-0.885048546,3.57417957,-0.762407992,-1.246075138,High,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,2.429098789,0.4638,MT_Grassland_SCBI Odocoileus hemionus,Yes (commonly),3-9 months
MT_Grassland_SCBI,Odocoileus virginianus,-0.866422859,0.936925055,-0.739807621,0.546874384,Year,-0.885048546,3.57417957,-0.762407992,-1.246075138,High,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,2.429098789,0.454,MT_Grassland_SCBI Odocoileus virginianus,Yes (commonly),3-9 months
MT_Grassland_SCBI,Taxidea taxus,-0.363517878,1.67928483,-0.739807621,0.546874384,Year,0.097963389,-0.64946991,-0.762407992,-1.246075138,High,Open,Mustelidae,carnivore,Open,nocturnal_only,G,small_carnivore,2.429098789,0.4429,MT_Grassland_SCBI Taxidea taxus,Yes (rarely),>9 months
MT_Roosevelt Ranch,Alces alces,-0.258369065,0.967682563,-0.824651481,0.564912259,Year,-0.885048546,-0.64946991,-0.900669719,-1.034795086,High,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,0.140911688,0.4731,MT_Roosevelt Ranch Alces alces,No,NA
MT_Roosevelt Ranch,Canis latrans,-0.687684061,0.417367674,-0.824651481,0.564912259,Year,0.097963389,1.160665581,-0.900669719,-1.034795086,High,Open,Canidae,carnivore,Open,mix,G,small_carnivore,0.140911688,0.4856,MT_Roosevelt Ranch Canis latrans,Yes (commonly),>9 months
MT_Roosevelt Ranch,Canis lupus,-1.64372698,1.224748592,-0.824651481,0.564912259,Year,-0.885048546,2.367422575,-0.900669719,-1.034795086,High,Open,Canidae,carnivore,Open,mix,G,large_carnivore,0.140911688,0.4775,MT_Roosevelt Ranch Canis lupus,Yes (rarely),>9 months
MT_Roosevelt Ranch,Cervus elaphus,-0.732612304,0.506051662,-0.824651481,0.564912259,Year,-0.885048546,0.557287084,-0.900669719,-1.034795086,High,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,0.140911688,0.4897,MT_Roosevelt Ranch Cervus elaphus,Yes (commonly),3-9 months
MT_Roosevelt Ranch,Erethizon dorsatum,-1.643726799,1.224752114,-0.824651481,0.564912259,Year,0.097963389,-0.046091413,-0.900669719,-1.034795086,High,Open,Erethizontidae,herbivore,Open,nocturnal_only,S,small_herbivore,0.140911688,0.355,MT_Roosevelt Ranch Erethizon dorsatum,Yes (rarely),>9 months
MT_Roosevelt Ranch,Lepus americanus,-0.642721631,1.452185041,-0.824651481,0.564912259,Year,-0.885048546,-0.64946991,-0.900669719,-1.034795086,High,Open,Leporidae,herbivore,Open,nocturnal_only,G,small_herbivore,0.140911688,0.3092,MT_Roosevelt Ranch Lepus americanus,Yes (rarely),>9 months
MT_Roosevelt Ranch,Lepus townsendii,-3.120224506,2.098108529,-0.824651481,0.564912259,Year,-0.885048546,-0.046091413,-0.900669719,-1.034795086,High,Open,Leporidae,herbivore,Open,nocturnal_only,G,small_herbivore,0.140911688,0.3213,MT_Roosevelt Ranch Lepus townsendii,Yes (rarely),>9 months
MT_Roosevelt Ranch,Lynx rufus,0.436458973,1.271318521,-0.824651481,0.564912259,Year,-0.885048546,0.557287084,-0.900669719,-1.034795086,High,Open,Felidae,carnivore,Open,nocturnal_only,G,small_carnivore,0.140911688,0.4481,MT_Roosevelt Ranch Lynx rufus,Yes (rarely),3-9 months
MT_Roosevelt Ranch,Mephitis mephitis,-1.656534835,1.093656111,-0.824651481,0.564912259,Year,2.063987257,0.557287084,-0.900669719,-1.034795086,High,Open,Mephitidae,omnivore,Open,nocturnal_only,G,small_omnivore,0.140911688,0.3037,MT_Roosevelt Ranch Mephitis mephitis,Yes (rarely),>9 months
MT_Roosevelt Ranch,Odocoileus hemionus,-0.873803208,0.550567148,-0.824651481,0.564912259,Year,-0.885048546,3.57417957,-0.900669719,-1.034795086,High,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,0.140911688,0.4638,MT_Roosevelt Ranch Odocoileus hemionus,Yes (commonly),3-9 months
MT_Roosevelt Ranch,Odocoileus virginianus,-0.633447859,0.469350382,-0.824651481,0.564912259,Year,-0.885048546,3.57417957,-0.900669719,-1.034795086,High,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,0.140911688,0.454,MT_Roosevelt Ranch Odocoileus virginianus,Yes (commonly),3-9 months
MT_Roosevelt Ranch,Procyon lotor,1.498037039,2.361215508,-0.824651481,0.564912259,Year,2.063987257,-1.252848407,-0.900669719,-1.034795086,High,Open,Procyonidae,omnivore,Open,nocturnal_only,G,small_omnivore,0.140911688,0.4371,MT_Roosevelt Ranch Procyon lotor,Yes (rarely),>9 months
MT_Roosevelt Ranch,Puma concolor,0.593745621,1.433438082,-0.824651481,0.564912259,Year,-0.885048546,1.160665581,-0.900669719,-1.034795086,High,Open,Felidae,carnivore,Open,mix,G,large_carnivore,0.140911688,0.4536,MT_Roosevelt Ranch Puma concolor,Yes (rarely),3-9 months
MT_Roosevelt Ranch,Taxidea taxus,-2.344871026,1.315600828,-0.824651481,0.564912259,Year,0.097963389,-0.64946991,-0.900669719,-1.034795086,High,Open,Mustelidae,carnivore,Open,nocturnal_only,G,small_carnivore,0.140911688,0.4429,MT_Roosevelt Ranch Taxidea taxus,Yes (rarely),>9 months
MT_Roosevelt Ranch,Ursus americanus,0.139373123,1.446133762,-0.824651481,0.564912259,Year,0.097963389,0.557287084,-0.900669719,-1.034795086,High,Open,Ursidae,omnivore,Open,mix,G,large_omnivore,0.140911688,0.4763,MT_Roosevelt Ranch Ursus americanus,Yes (rarely),3-9 months
MT_Roosevelt Ranch,Ursus arctos,-1.279470918,0.866625961,-0.824651481,0.564912259,Year,0.097963389,1.160665581,-0.900669719,-1.034795086,High,Open,Ursidae,omnivore,Open,mix,G,large_omnivore,0.140911688,0.4748,MT_Roosevelt Ranch Ursus arctos,No,NA
MT_Roosevelt Ranch,Vulpes vulpes,-0.257432845,1.224760679,-0.824651481,0.564912259,Year,0.097963389,1.764044078,-0.900669719,-1.034795086,High,Open,Canidae,omnivore,Open,mix,G,small_omnivore,0.140911688,0.4547,MT_Roosevelt Ranch Vulpes vulpes,Yes (rarely),>9 months
NC_Dare County,Canis latrans,-1.872478147,1.036281086,-0.1905112,-0.093374408,Year,0.097963389,1.160665581,-0.208613724,-1.451264184,High,Closed,Canidae,carnivore,Closed,mix,G,small_carnivore,0.350596998,0.4856,NC_Dare County Canis latrans,Yes (commonly),3-9 months
NC_Dare County,Canis rufus,-0.345454672,0.911625556,-0.1905112,-0.093374408,Year,-0.885048546,0.557287084,-0.208613724,-1.451264184,High,Closed,Canidae,carnivore,Closed,mix,G,large_carnivore,0.350596998,0.4601,NC_Dare County Canis rufus,Yes (rarely),3-9 months
NC_Dare County,Didelphis virginiana,-1.152539936,0.860999127,-0.1905112,-0.093374408,Year,2.063987257,-0.046091413,-0.208613724,-1.451264184,High,Closed,Didelphidae,omnivore,Closed,nocturnal_only,S,small_omnivore,0.350596998,0.2745,NC_Dare County Didelphis virginiana,Yes (rarely),3-9 months
NC_Dare County,Lontra canadensis,1.31385221,1.154701706,-0.1905112,-0.093374408,Year,-0.885048546,1.160665581,-0.208613724,-1.451264184,High,Closed,Mustelidae,carnivore,Closed,mix,G,small_carnivore,0.350596998,0.446,NC_Dare County Lontra canadensis,No,NA
NC_Dare County,Lynx rufus,0.043612975,0.523848565,-0.1905112,-0.093374408,Year,-0.885048546,0.557287084,-0.208613724,-1.451264184,High,Closed,Felidae,carnivore,Closed,nocturnal_only,G,small_carnivore,0.350596998,0.4481,NC_Dare County Lynx rufus,Yes (commonly),3-9 months
NC_Dare County,Odocoileus virginianus,1.369270961,0.708390115,-0.1905112,-0.093374408,Year,-0.885048546,3.57417957,-0.208613724,-1.451264184,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.350596998,0.454,NC_Dare County Odocoileus virginianus,Yes (commonly),3-9 months
NC_Dare County,Procyon lotor,0.060214553,0.685570936,-0.1905112,-0.093374408,Year,2.063987257,-1.252848407,-0.208613724,-1.451264184,High,Closed,Procyonidae,omnivore,Closed,nocturnal_only,G,small_omnivore,0.350596998,0.4371,NC_Dare County Procyon lotor,Yes (rarely),3-9 months
NC_Dare County,Sylvilagus floridanus,-1.69677191,1.689510595,-0.1905112,-0.093374408,Year,-0.885048546,3.57417957,-0.208613724,-1.451264184,High,Closed,Leporidae,herbivore,Closed,mix,G,small_herbivore,0.350596998,0.286,NC_Dare County Sylvilagus floridanus,Yes (rarely),3-9 months
NC_Dare County,Sylvilagus palustris,3.036067459,1.228170548,-0.1905112,-0.093374408,Year,-0.885048546,1.160665581,-0.208613724,-1.451264184,High,Closed,Leporidae,herbivore,Closed,mix,G,small_herbivore,0.350596998,0.2734,NC_Dare County Sylvilagus palustris,Yes (rarely),3-9 months
NC_Dare County,Ursus americanus,-0.736354058,0.755882196,-0.1905112,-0.093374408,Year,0.097963389,0.557287084,-0.208613724,-1.451264184,High,Closed,Ursidae,omnivore,Closed,mix,G,large_omnivore,0.350596998,0.4763,NC_Dare County Ursus americanus,Yes (commonly),<3 months
NC_Schenck,Canis latrans,-0.365405283,0.739487144,-0.239696589,-0.093218326,Year,0.097963389,1.160665581,-0.208613724,0.940380869,Low,Closed,Canidae,carnivore,Closed,mix,G,small_carnivore,0.252337327,0.4856,NC_Schenck Canis latrans,No,NA
NC_Schenck,Didelphis virginiana,2.824393782,1.22900532,-0.239696589,-0.093218326,Year,2.063987257,-0.046091413,-0.208613724,0.940380869,Low,Closed,Didelphidae,omnivore,Closed,nocturnal_only,S,small_omnivore,0.252337327,0.2745,NC_Schenck Didelphis virginiana,No,NA
NC_Schenck,Odocoileus virginianus,-0.536802708,0.371241433,-0.239696589,-0.093218326,Year,-0.885048546,3.57417957,-0.208613724,0.940380869,Low,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.252337327,0.454,NC_Schenck Odocoileus virginianus,No,NA
NC_Schenck,Procyon lotor,0.749542351,0.709560733,-0.239696589,-0.093218326,Year,2.063987257,-1.252848407,-0.208613724,0.940380869,Low,Closed,Procyonidae,omnivore,Closed,nocturnal_only,G,small_omnivore,0.252337327,0.4371,NC_Schenck Procyon lotor,No,NA
NC_Schenck,Sylvilagus floridanus,-0.422075363,1.267015841,-0.239696589,-0.093218326,Year,-0.885048546,3.57417957,-0.208613724,0.940380869,Low,Closed,Leporidae,herbivore,Closed,mix,G,small_herbivore,0.252337327,0.286,NC_Schenck Sylvilagus floridanus,No,NA
NC_Schenck,Urocyon cinereoargenteus,0.654811016,1.158513286,-0.239696589,-0.093218326,Year,2.063987257,-0.64946991,-0.208613724,0.940380869,Low,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,0.252337327,0.4483,NC_Schenck Urocyon cinereoargenteus,No,NA
NCDA,Canis latrans,0.460259195,1.33315736,-1.005120345,0.190575598,Season,0.097963389,1.160665581,1.383264536,-1.249454758,Low,Closed,Canidae,carnivore,Closed,mix,G,small_carnivore,NA,0.4856,NCDA Canis latrans,NA,NA
NCDA,Lepus californicus,-1.991367523,1.157792233,-1.005120345,0.190575598,Season,-0.885048546,1.160665581,1.383264536,-1.249454758,Low,Closed,Leporidae,herbivore,Closed,nocturnal_only,G,small_herbivore,NA,0.3333,NCDA Lepus californicus,NA,NA
NCDA,Lynx rufus,0.092373316,1.572051698,-1.005120345,0.190575598,Season,-0.885048546,0.557287084,1.383264536,-1.249454758,Low,Closed,Felidae,carnivore,Closed,nocturnal_only,G,small_carnivore,NA,0.4481,NCDA Lynx rufus,NA,NA
NCDA,Odocoileus hemionus,-0.248031454,0.337121368,-1.005120345,0.190575598,Season,-0.885048546,3.57417957,1.383264536,-1.249454758,Low,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,NA,0.4638,NCDA Odocoileus hemionus,NA,NA
NCDA,Puma concolor,-1.035180487,1.807834984,-1.005120345,0.190575598,Season,-0.885048546,1.160665581,1.383264536,-1.249454758,Low,Closed,Felidae,carnivore,Closed,mix,G,large_carnivore,NA,0.4536,NCDA Puma concolor,NA,NA
NCDA,Urocyon cinereoargenteus,0.785520537,1.224742399,-1.005120345,0.190575598,Season,2.063987257,-0.64946991,1.383264536,-1.249454758,Low,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,NA,0.4483,NCDA Urocyon cinereoargenteus,NA,NA
NCDA,Ursus americanus,-3.380744177,1.021997845,-1.005120345,0.190575598,Season,0.097963389,0.557287084,1.383264536,-1.249454758,Low,Closed,Ursidae,omnivore,Closed,mix,G,large_omnivore,NA,0.4763,NCDA Ursus americanus,NA,NA
ND_Grassland_Oakville_Prairie,Canis latrans,-0.34989529,0.866102757,-0.559766767,0.554553091,Year,0.097963389,1.160665581,-1.142814581,0.0200371,High,Open,Canidae,carnivore,Open,mix,G,small_carnivore,2.311839086,0.4856,ND_Grassland_Oakville_Prairie Canis latrans,Yes (rarely),NA
ND_Grassland_Oakville_Prairie,Mephitis mephitis,1.573763255,1.748009959,-0.559766767,0.554553091,Year,2.063987257,0.557287084,-1.142814581,0.0200371,High,Open,Mephitidae,omnivore,Open,nocturnal_only,G,small_omnivore,2.311839086,0.3037,ND_Grassland_Oakville_Prairie Mephitis mephitis,Unknown,NA
ND_Grassland_Oakville_Prairie,Odocoileus virginianus,1.687013917,0.407726917,-0.559766767,0.554553091,Year,-0.885048546,3.57417957,-1.142814581,0.0200371,High,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,2.311839086,0.454,ND_Grassland_Oakville_Prairie Odocoileus virginianus,Yes (commonly),3-9 months
NJ_Forest_Rutgers,Canis latrans,-1.23109296,1.527295707,-0.165621994,0.158113401,Year,0.097963389,1.160665581,-0.623398905,1.673326277,High,Open,Canidae,carnivore,Open,mix,G,small_carnivore,0.763800349,0.4856,NJ_Forest_Rutgers Canis latrans,No,NA
NJ_Forest_Rutgers,Didelphis virginiana,0.432863896,1.482490274,-0.165621994,0.158113401,Year,2.063987257,-0.046091413,-0.623398905,1.673326277,High,Open,Didelphidae,omnivore,Open,nocturnal_only,S,small_omnivore,0.763800349,0.2745,NJ_Forest_Rutgers Didelphis virginiana,No,NA
NJ_Forest_Rutgers,Mephitis mephitis,-1.825387552,1.150324972,-0.165621994,0.158113401,Year,2.063987257,0.557287084,-0.623398905,1.673326277,High,Open,Mephitidae,omnivore,Open,nocturnal_only,G,small_omnivore,0.763800349,0.3037,NJ_Forest_Rutgers Mephitis mephitis,No,NA
NJ_Forest_Rutgers,Odocoileus virginianus,-0.382327732,0.381858979,-0.165621994,0.158113401,Year,-0.885048546,3.57417957,-0.623398905,1.673326277,High,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,0.763800349,0.454,NJ_Forest_Rutgers Odocoileus virginianus,Yes (commonly),3-9 months
NJ_Forest_Rutgers,Procyon lotor,0.007950394,0.846329849,-0.165621994,0.158113401,Year,2.063987257,-1.252848407,-0.623398905,1.673326277,High,Open,Procyonidae,omnivore,Open,nocturnal_only,G,small_omnivore,0.763800349,0.4371,NJ_Forest_Rutgers Procyon lotor,No,NA
NJ_Forest_Rutgers,Vulpes vulpes,1.108835606,0.880766183,-0.165621994,0.158113401,Year,0.097963389,1.764044078,-0.623398905,1.673326277,High,Open,Canidae,omnivore,Open,mix,G,small_omnivore,0.763800349,0.4547,NJ_Forest_Rutgers Vulpes vulpes,No,NA
NPHV,Capreolus capreolus,-0.196658426,0.290705983,1.217468283,0.778871143,Year,-0.885048546,0.557287084,1.105993722,0.296296159,High,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,0.034239343,0.4547,NPHV Capreolus capreolus,No,NA
NPHV,Cervus elaphus,-0.595470356,0.13367335,1.217468283,0.778871143,Year,-0.885048546,0.557287084,1.105993722,0.296296159,High,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,0.034239343,0.4897,NPHV Cervus elaphus,Yes (commonly),3-9 months
NPHV,Lepus europaeus,-0.284179345,0.597914556,1.217468283,0.778871143,Year,-0.885048546,-0.046091413,1.105993722,0.296296159,High,Open,Leporidae,herbivore,Open,nocturnal_only,G,small_herbivore,0.034239343,0.32,NPHV Lepus europaeus,No,NA
NPHV,Meles meles,-0.541132118,0.866026879,1.217468283,0.778871143,Year,2.063987257,1.160665581,1.105993722,0.296296159,High,Open,Mustelidae,omnivore,Open,nocturnal_only,G,small_omnivore,0.034239343,0.425,NPHV Meles meles,No,NA
NPHV,Oryctolagus cuniculus,-1.761329906,1.407333796,1.217468283,0.778871143,Year,-0.885048546,0.557287084,1.105993722,0.296296159,High,Open,Leporidae,herbivore,Open,nocturnal_only,G,small_herbivore,0.034239343,0.31,NPHV Oryctolagus cuniculus,No,NA
NPHV,Ovis ammon,-0.139090407,0.166231832,1.217468283,0.778871143,Year,-0.885048546,0.557287084,1.105993722,0.296296159,High,Open,Bovidae,herbivore,Open,mix,G,large_herbivore,0.034239343,0.3925,NPHV Ovis ammon,Yes (commonly),3-9 months
NPHV,Sus scrofa,-0.871467085,0.213728911,1.217468283,0.778871143,Year,-0.885048546,2.367422575,1.105993722,0.296296159,High,Open,Suidae,omnivore,Open,mix,G,large_omnivore,0.034239343,0.4343,NPHV Sus scrofa,Yes (commonly),3-9 months
NPHV,Vulpes vulpes,-1.227507046,0.698640706,1.217468283,0.778871143,Year,0.097963389,1.764044078,1.105993722,0.296296159,High,Open,Canidae,omnivore,Open,mix,G,small_omnivore,0.034239343,0.4547,NPHV Vulpes vulpes,Yes (commonly),3-9 months
