Project.ID,Species,yi_mod_lowhigh,vi_mod_lowhigh,Longitude_mean,Latitude_mean,Comparison,det_diet_breadth_n,habitat_breadth_n,stringency_med,HMI_med,Treatment_Activity_NoSame,Habitat_closure,family,trophic_level,Habitat_closure.1,activity_cycle,foraging_stratum,trophic_groups,hum_mod_noSame,brain_mass_relative,proj_sp,Hunted,Duration
Hamaarag LT monitoring,Martes foina,-3.580548898,1.103423283,1.72182836,-0.342227206,Season,1.080975323,0.557287084,1.729292534,0.156046786,Low,Open,Mustelidae,omnivore,Open,mix,G,small_carnivore,NA,0.414,Hamaarag LT monitoring Martes foina,No,NA
Hamaarag LT monitoring,Meles meles,-1.660682134,1.154796308,1.72182836,-0.342227206,Season,2.063987257,1.160665581,1.729292534,0.156046786,Low,Open,Mustelidae,omnivore,Open,nocturnal_only,G,small_omnivore,NA,0.425,Hamaarag LT monitoring Meles meles,No,NA
Hamaarag LT monitoring,Sus scrofa,-4.93800875,1.019971369,1.72182836,-0.342227206,Season,-0.885048546,2.367422575,1.729292534,0.156046786,Low,Open,Suidae,omnivore,Open,mix,G,large_omnivore,NA,0.4343,Hamaarag LT monitoring Sus scrofa,Yes (commonly),NA
Hamaarag LT monitoring,Vulpes vulpes,1.87337871,0.576883689,1.72182836,-0.342227206,Season,0.097963389,1.764044078,1.729292534,0.156046786,Low,Open,Canidae,omnivore,Open,mix,G,small_omnivore,NA,0.4547,Hamaarag LT monitoring Vulpes vulpes,No,NA
HI_Forest_O'ahu,Sus scrofa,-0.742621517,0.498297259,-1.600834916,-0.870000407,Year,-0.885048546,2.367422575,0.967731995,0.973440491,High,Closed,Suidae,omnivore,Closed,mix,G,large_omnivore,0.061079798,0.4343,HI_Forest_O'ahu Sus scrofa,Yes (rarely),>9 months
IA_Anthropogenic_Ames,Canis latrans,-0.753731731,0.660633935,-0.495249869,0.243659388,Year,0.097963389,1.160665581,-1.384959444,0.711468564,Low,Open,Canidae,carnivore,Open,mix,G,small_carnivore,2.070960751,0.4856,IA_Anthropogenic_Ames Canis latrans,Yes (commonly),>9 months
IA_Anthropogenic_Ames,Castor canadensis,0.903563733,1.224745472,-0.495249869,0.243659388,Year,-0.885048546,-0.64946991,-1.384959444,0.711468564,Low,Open,Castoridae,herbivore,Open,mix,G,small_herbivore,2.070960751,0.385,IA_Anthropogenic_Ames Castor canadensis,Yes (rarely),<3 months
IA_Anthropogenic_Ames,Didelphis virginiana,-1.981596505,0.443180349,-0.495249869,0.243659388,Year,2.063987257,-0.046091413,-1.384959444,0.711468564,Low,Open,Didelphidae,omnivore,Open,nocturnal_only,S,small_omnivore,2.070960751,0.2745,IA_Anthropogenic_Ames Didelphis virginiana,Yes (rarely),<3 months
IA_Anthropogenic_Ames,Lynx rufus,-0.797761682,1.440690935,-0.495249869,0.243659388,Year,-0.885048546,0.557287084,-1.384959444,0.711468564,Low,Open,Felidae,carnivore,Open,nocturnal_only,G,small_carnivore,2.070960751,0.4481,IA_Anthropogenic_Ames Lynx rufus,Yes (rarely),<3 months
IA_Anthropogenic_Ames,Marmota monax,0.387558364,1.140580874,-0.495249869,0.243659388,Year,1.080975323,-0.046091413,-1.384959444,0.711468564,Low,Open,Sciuridae,omnivore,Open,diurnal_only,G,small_omnivore,2.070960751,0.3283,IA_Anthropogenic_Ames Marmota monax,Yes (rarely),>9 months
IA_Anthropogenic_Ames,Mephitis mephitis,-0.482730497,1.224744782,-0.495249869,0.243659388,Year,2.063987257,0.557287084,-1.384959444,0.711468564,Low,Open,Mephitidae,omnivore,Open,nocturnal_only,G,small_omnivore,2.070960751,0.3037,IA_Anthropogenic_Ames Mephitis mephitis,Yes (rarely),<3 months
IA_Anthropogenic_Ames,Odocoileus virginianus,0.16050998,0.263637647,-0.495249869,0.243659388,Year,-0.885048546,3.57417957,-1.384959444,0.711468564,Low,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,2.070960751,0.454,IA_Anthropogenic_Ames Odocoileus virginianus,Yes (commonly),3-9 months
IA_Anthropogenic_Ames,Procyon lotor,-0.001136603,0.281121166,-0.495249869,0.243659388,Year,2.063987257,-1.252848407,-1.384959444,0.711468564,Low,Open,Procyonidae,omnivore,Open,nocturnal_only,G,small_omnivore,2.070960751,0.4371,IA_Anthropogenic_Ames Procyon lotor,Yes (commonly),<3 months
IA_Anthropogenic_Ames,Sylvilagus floridanus,-1.924352413,0.682191853,-0.495249869,0.243659388,Year,-0.885048546,3.57417957,-1.384959444,0.711468564,Low,Open,Leporidae,herbivore,Open,mix,G,small_herbivore,2.070960751,0.286,IA_Anthropogenic_Ames Sylvilagus floridanus,Yes (rarely),3-9 months
IL_Forest_Urbana,Canis latrans,-0.198890962,0.836458113,-0.401857701,0.13773872,Year,0.097963389,1.160665581,-0.658524857,1.169178029,Low,Open,Canidae,carnivore,Open,mix,G,small_carnivore,1.798157186,0.4856,IL_Forest_Urbana Canis latrans,No,NA
IL_Forest_Urbana,Didelphis virginiana,-0.892369066,0.373623946,-0.401857701,0.13773872,Year,2.063987257,-0.046091413,-0.658524857,1.169178029,Low,Open,Didelphidae,omnivore,Open,nocturnal_only,S,small_omnivore,1.798157186,0.2745,IL_Forest_Urbana Didelphis virginiana,No,NA
IL_Forest_Urbana,Marmota monax,0.716254925,1.226062545,-0.401857701,0.13773872,Year,1.080975323,-0.046091413,-0.658524857,1.169178029,Low,Open,Sciuridae,omnivore,Open,diurnal_only,G,small_omnivore,1.798157186,0.3283,IL_Forest_Urbana Marmota monax,No,NA
IL_Forest_Urbana,Mephitis mephitis,-0.670039636,1.224743211,-0.401857701,0.13773872,Year,2.063987257,0.557287084,-0.658524857,1.169178029,Low,Open,Mephitidae,omnivore,Open,nocturnal_only,G,small_omnivore,1.798157186,0.3037,IL_Forest_Urbana Mephitis mephitis,No,NA
IL_Forest_Urbana,Odocoileus virginianus,0.674479051,0.280622,-0.401857701,0.13773872,Year,-0.885048546,3.57417957,-0.658524857,1.169178029,Low,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,1.798157186,0.454,IL_Forest_Urbana Odocoileus virginianus,No,NA
IL_Forest_Urbana,Procyon lotor,0.371981076,0.361751434,-0.401857701,0.13773872,Year,2.063987257,-1.252848407,-0.658524857,1.169178029,Low,Open,Procyonidae,omnivore,Open,nocturnal_only,G,small_omnivore,1.798157186,0.4371,IL_Forest_Urbana Procyon lotor,No,NA
IL_Forest_Urbana,Sylvilagus floridanus,-1.592877738,1.728087369,-0.401857701,0.13773872,Year,-0.885048546,3.57417957,-0.658524857,1.169178029,Low,Open,Leporidae,herbivore,Open,mix,G,small_herbivore,1.798157186,0.286,IL_Forest_Urbana Sylvilagus floridanus,No,NA
IL_Forest_Urbana,Vulpes vulpes,2.721678059,1.197687743,-0.401857701,0.13773872,Year,0.097963389,1.764044078,-0.658524857,1.169178029,Low,Open,Canidae,omnivore,Open,mix,G,small_omnivore,1.798157186,0.4547,IL_Forest_Urbana Vulpes vulpes,No,NA
IN_Forest_Purdue_Lugar,Canis latrans,0.474074155,0.917584832,-0.381310383,0.153282664,Year,0.097963389,1.160665581,-1.730987441,0.89369949,Low,Closed,Canidae,carnivore,Closed,mix,G,small_carnivore,0.317794085,0.4856,IN_Forest_Purdue_Lugar Canis latrans,No,NA
IN_Forest_Purdue_Lugar,Didelphis virginiana,-0.613504392,0.916386231,-0.381310383,0.153282664,Year,2.063987257,-0.046091413,-1.730987441,0.89369949,Low,Closed,Didelphidae,omnivore,Closed,nocturnal_only,S,small_omnivore,0.317794085,0.2745,IN_Forest_Purdue_Lugar Didelphis virginiana,No,NA
IN_Forest_Purdue_Lugar,Lynx rufus,-0.914245536,1.154125998,-0.381310383,0.153282664,Year,-0.885048546,0.557287084,-1.730987441,0.89369949,Low,Closed,Felidae,carnivore,Closed,nocturnal_only,G,small_carnivore,0.317794085,0.4481,IN_Forest_Purdue_Lugar Lynx rufus,No,NA
IN_Forest_Purdue_Lugar,Marmota monax,0.184364488,1.414216379,-0.381310383,0.153282664,Year,1.080975323,-0.046091413,-1.730987441,0.89369949,Low,Closed,Sciuridae,omnivore,Closed,diurnal_only,G,small_omnivore,0.317794085,0.3283,IN_Forest_Purdue_Lugar Marmota monax,No,NA
IN_Forest_Purdue_Lugar,Odocoileus virginianus,-0.162292639,0.439823804,-0.381310383,0.153282664,Year,-0.885048546,3.57417957,-1.730987441,0.89369949,Low,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.317794085,0.454,IN_Forest_Purdue_Lugar Odocoileus virginianus,Yes (commonly),3-9 months
IN_Forest_Purdue_Lugar,Procyon lotor,-0.239827917,0.846277686,-0.381310383,0.153282664,Year,2.063987257,-1.252848407,-1.730987441,0.89369949,Low,Closed,Procyonidae,omnivore,Closed,nocturnal_only,G,small_omnivore,0.317794085,0.4371,IN_Forest_Purdue_Lugar Procyon lotor,No,NA
IN_Forest_Purdue_Lugar,Sylvilagus floridanus,-1.052273777,1.012479188,-0.381310383,0.153282664,Year,-0.885048546,3.57417957,-1.730987441,0.89369949,Low,Closed,Leporidae,herbivore,Closed,mix,G,small_herbivore,0.317794085,0.286,IN_Forest_Purdue_Lugar Sylvilagus floridanus,No,NA
IN_Forest_Purdue_Lugar,Vulpes vulpes,0.984732614,1.206086053,-0.381310383,0.153282664,Year,0.097963389,1.764044078,-1.730987441,0.89369949,Low,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,0.317794085,0.4547,IN_Forest_Purdue_Lugar Vulpes vulpes,No,NA
IN_Forest_Purdue_PWA_Martell,Canis latrans,-0.246848426,0.520722503,-0.382734892,0.154167755,Year,0.097963389,1.160665581,-1.3154549,0.521971676,Low,Closed,Canidae,carnivore,Closed,mix,G,small_carnivore,0.162501635,0.4856,IN_Forest_Purdue_PWA_Martell Canis latrans,No,NA
IN_Forest_Purdue_PWA_Martell,Didelphis virginiana,-0.601594592,0.609127309,-0.382734892,0.154167755,Year,2.063987257,-0.046091413,-1.3154549,0.521971676,Low,Closed,Didelphidae,omnivore,Closed,nocturnal_only,S,small_omnivore,0.162501635,0.2745,IN_Forest_Purdue_PWA_Martell Didelphis virginiana,No,NA
IN_Forest_Purdue_PWA_Martell,Marmota monax,-0.110921702,1.29655724,-0.382734892,0.154167755,Year,1.080975323,-0.046091413,-1.3154549,0.521971676,Low,Closed,Sciuridae,omnivore,Closed,diurnal_only,G,small_omnivore,0.162501635,0.3283,IN_Forest_Purdue_PWA_Martell Marmota monax,No,NA
IN_Forest_Purdue_PWA_Martell,Odocoileus virginianus,0.282646885,0.345186042,-0.382734892,0.154167755,Year,-0.885048546,3.57417957,-1.3154549,0.521971676,Low,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.162501635,0.454,IN_Forest_Purdue_PWA_Martell Odocoileus virginianus,Yes (commonly),<3 months
IN_Forest_Purdue_PWA_Martell,Procyon lotor,0.185596557,0.341353218,-0.382734892,0.154167755,Year,2.063987257,-1.252848407,-1.3154549,0.521971676,Low,Closed,Procyonidae,omnivore,Closed,nocturnal_only,G,small_omnivore,0.162501635,0.4371,IN_Forest_Purdue_PWA_Martell Procyon lotor,No,NA
IN_Forest_Purdue_PWA_Martell,Sylvilagus floridanus,-2.149145555,1.482509796,-0.382734892,0.154167755,Year,-0.885048546,3.57417957,-1.3154549,0.521971676,Low,Closed,Leporidae,herbivore,Closed,mix,G,small_herbivore,0.162501635,0.286,IN_Forest_Purdue_PWA_Martell Sylvilagus floridanus,No,NA
IN_Forest_Purdue_PWA_Martell,Vulpes vulpes,1.391133138,1.196918766,-0.382734892,0.154167755,Year,0.097963389,1.764044078,-1.3154549,0.521971676,Low,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,0.162501635,0.4547,IN_Forest_Purdue_PWA_Martell Vulpes vulpes,No,NA
INBO_01,Canis lupus,-1.335752938,1.118032413,1.197353592,0.710606096,Year,-0.885048546,2.367422575,0.829470268,1.236042195,High,Closed,Canidae,carnivore,Closed,mix,G,large_carnivore,0.631153559,0.4775,INBO_01 Canis lupus,No,NA
INBO_01,Capreolus capreolus,0.156982712,0.120740067,1.197353592,0.710606096,Year,-0.885048546,0.557287084,0.829470268,1.236042195,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.631153559,0.4547,INBO_01 Capreolus capreolus,Yes (commonly),3-9 months
INBO_01,Castor fiber,-2.918784561,1.923472746,1.197353592,0.710606096,Year,-0.885048546,-0.64946991,0.829470268,1.236042195,High,Closed,Castoridae,herbivore,Closed,mix,G,small_herbivore,0.631153559,0.3864,INBO_01 Castor fiber,No,NA
INBO_01,Dama dama,1.522143187,1.328558073,1.197353592,0.710606096,Year,-0.885048546,-0.046091413,0.829470268,1.236042195,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.631153559,0.477,INBO_01 Dama dama,Yes (rarely),>9 months
INBO_01,Lepus europaeus,1.036094241,0.752459214,1.197353592,0.710606096,Year,-0.885048546,-0.046091413,0.829470268,1.236042195,High,Closed,Leporidae,herbivore,Closed,nocturnal_only,G,small_herbivore,0.631153559,0.32,INBO_01 Lepus europaeus,No,NA
INBO_01,Martes foina,0.086995235,0.373564136,1.197353592,0.710606096,Year,1.080975323,0.557287084,0.829470268,1.236042195,High,Closed,Mustelidae,omnivore,Closed,mix,G,small_carnivore,0.631153559,0.414,INBO_01 Martes foina,No,NA
INBO_01,Martes martes,0.743689224,1.224744386,1.197353592,0.710606096,Year,0.097963389,-0.64946991,0.829470268,1.236042195,High,Closed,Mustelidae,omnivore,Closed,nocturnal_only,S,small_carnivore,0.631153559,0.4236,INBO_01 Martes martes,No,NA
INBO_01,Meles meles,0.752420169,1.628388741,1.197353592,0.710606096,Year,2.063987257,1.160665581,0.829470268,1.236042195,High,Closed,Mustelidae,omnivore,Closed,nocturnal_only,G,small_omnivore,0.631153559,0.425,INBO_01 Meles meles,No,NA
INBO_01,Oryctolagus cuniculus,-1.516132051,1.283900114,1.197353592,0.710606096,Year,-0.885048546,0.557287084,0.829470268,1.236042195,High,Closed,Leporidae,herbivore,Closed,nocturnal_only,G,small_herbivore,0.631153559,0.31,INBO_01 Oryctolagus cuniculus,No,NA
INBO_01,Sus scrofa,-0.227198856,0.178603353,1.197353592,0.710606096,Year,-0.885048546,2.367422575,0.829470268,1.236042195,High,Closed,Suidae,omnivore,Closed,mix,G,large_omnivore,0.631153559,0.4343,INBO_01 Sus scrofa,Yes (commonly),>9 months
INBO_01,Vulpes vulpes,-0.035397978,0.202836423,1.197353592,0.710606096,Year,0.097963389,1.764044078,0.829470268,1.236042195,High,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,0.631153559,0.4547,INBO_01 Vulpes vulpes,No,NA
ISPRA_CP,Canis lupus,-0.39181393,0.707107254,1.330607208,0.222601617,Year,-0.885048546,2.367422575,-0.000847454,0.99158496,Low,Closed,Canidae,carnivore,Closed,mix,G,large_carnivore,4.653606691,0.4775,ISPRA_CP Canis lupus,No,NA
ISPRA_CP,Cervus elaphus,1.009742033,0.61028086,1.330607208,0.222601617,Year,-0.885048546,0.557287084,-0.000847454,0.99158496,Low,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,4.653606691,0.4897,ISPRA_CP Cervus elaphus,Yes (commonly),3-9 months
ISPRA_CP,Dama dama,-0.118613013,0.23601884,1.330607208,0.222601617,Year,-0.885048546,-0.046091413,-0.000847454,0.99158496,Low,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,4.653606691,0.477,ISPRA_CP Dama dama,Yes (commonly),3-9 months
ISPRA_CP,Hystrix cristata,-0.077165525,0.340290518,1.330607208,0.222601617,Year,0.097963389,1.764044078,-0.000847454,0.99158496,Low,Closed,Hystricidae,herbivore,Closed,nocturnal_only,G,small_herbivore,4.653606691,0.3847,ISPRA_CP Hystrix cristata,No,NA
ISPRA_CP,Lepus corsicanus,0.607530968,0.412348657,1.330607208,0.222601617,Year,-0.885048546,0.557287084,-0.000847454,0.99158496,Low,Closed,Leporidae,herbivore,Closed,nocturnal_only,G,small_herbivore,4.653606691,0.3181,ISPRA_CP Lepus corsicanus,No,NA
ISPRA_CP,Martes martes,-0.255811835,0.338295166,1.330607208,0.222601617,Year,0.097963389,-0.64946991,-0.000847454,0.99158496,Low,Closed,Mustelidae,omnivore,Closed,nocturnal_only,S,small_carnivore,4.653606691,0.4236,ISPRA_CP Martes martes,No,NA
ISPRA_CP,Meles meles,-0.020094776,0.414261047,1.330607208,0.222601617,Year,2.063987257,1.160665581,-0.000847454,0.99158496,Low,Closed,Mustelidae,omnivore,Closed,nocturnal_only,G,small_omnivore,4.653606691,0.425,ISPRA_CP Meles meles,No,NA
ISPRA_CP,Sus scrofa,-0.462303795,0.138137625,1.330607208,0.222601617,Year,-0.885048546,2.367422575,-0.000847454,0.99158496,Low,Closed,Suidae,omnivore,Closed,mix,G,large_omnivore,4.653606691,0.4343,ISPRA_CP Sus scrofa,Yes (commonly),3-9 months
ISPRA_CP,Vulpes vulpes,-0.229294287,0.250180401,1.330607208,0.222601617,Year,0.097963389,1.764044078,-0.000847454,0.99158496,Low,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,4.653606691,0.4547,ISPRA_CP Vulpes vulpes,No,NA
Kohl,Canis latrans,-0.220827215,0.586592804,-0.324273788,-0.200771626,Season,0.097963389,1.160665581,0.552946815,0.679421949,High,Closed,Canidae,carnivore,Closed,mix,G,small_carnivore,NA,0.4856,Kohl Canis latrans,Yes (commonly),>9 months
Kohl,Dasypus novemcinctus,-0.766756547,0.814082103,-0.324273788,-0.200771626,Season,-0.885048546,1.160665581,0.552946815,0.679421949,High,Closed,Dasypodidae,carnivore,Closed,nocturnal_only,G,small_carnivore,NA,0.2628,Kohl Dasypus novemcinctus,Yes (rarely),>9 months
Kohl,Didelphis virginiana,0.302432874,0.505745607,-0.324273788,-0.200771626,Season,2.063987257,-0.046091413,0.552946815,0.679421949,High,Closed,Didelphidae,omnivore,Closed,nocturnal_only,S,small_omnivore,NA,0.2745,Kohl Didelphis virginiana,Yes (rarely),3-9 months
Kohl,Lynx rufus,0.072192985,1.301455787,-0.324273788,-0.200771626,Season,-0.885048546,0.557287084,0.552946815,0.679421949,High,Closed,Felidae,carnivore,Closed,nocturnal_only,G,small_carnivore,NA,0.4481,Kohl Lynx rufus,Yes (rarely),3-9 months
Kohl,Mephitis mephitis,0.253408314,1.414225997,-0.324273788,-0.200771626,Season,2.063987257,0.557287084,0.552946815,0.679421949,High,Closed,Mephitidae,omnivore,Closed,nocturnal_only,G,small_omnivore,NA,0.3037,Kohl Mephitis mephitis,Yes (rarely),3-9 months
Kohl,Odocoileus virginianus,0.920197239,0.362547623,-0.324273788,-0.200771626,Season,-0.885048546,3.57417957,0.552946815,0.679421949,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,NA,0.454,Kohl Odocoileus virginianus,Yes (commonly),3-9 months
Kohl,Procyon lotor,-0.555976509,0.6327103,-0.324273788,-0.200771626,Season,2.063987257,-1.252848407,0.552946815,0.679421949,High,Closed,Procyonidae,omnivore,Closed,nocturnal_only,G,small_omnivore,NA,0.4371,Kohl Procyon lotor,Yes (rarely),3-9 months
Kohl,Sus scrofa,-0.439738484,1.225166551,-0.324273788,-0.200771626,Season,-0.885048546,2.367422575,0.552946815,0.679421949,High,Closed,Suidae,omnivore,Closed,mix,G,large_omnivore,NA,0.4343,Kohl Sus scrofa,Yes (commonly),>9 months
Kohl,Sylvilagus floridanus,0.24695314,0.970144886,-0.324273788,-0.200771626,Season,-0.885048546,3.57417957,0.552946815,0.679421949,High,Closed,Leporidae,herbivore,Closed,mix,G,small_herbivore,NA,0.286,Kohl Sylvilagus floridanus,Yes (commonly),3-9 months
Kohl,Urocyon cinereoargenteus,0.719691403,1.082537639,-0.324273788,-0.200771626,Season,2.063987257,-0.64946991,0.552946815,0.679421949,High,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,NA,0.4483,Kohl Urocyon cinereoargenteus,Yes (rarely),3-9 months
Kohl,Vulpes vulpes,0.940048338,0.872719016,-0.324273788,-0.200771626,Season,0.097963389,1.764044078,0.552946815,0.679421949,High,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,NA,0.4547,Kohl Vulpes vulpes,Yes (rarely),3-9 months
Kootenays,Alces alces,0.265873706,0.217916966,-0.865895993,0.644205016,Year,-0.885048546,-0.64946991,1.105993722,-1.402930352,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.259058658,0.4731,Kootenays Alces alces,Yes (commonly),<3 months
Kootenays,Canis latrans,-2.0788615,0.616611973,-0.865895993,0.644205016,Year,0.097963389,1.160665581,1.105993722,-1.402930352,High,Closed,Canidae,carnivore,Closed,mix,G,small_carnivore,0.259058658,0.4856,Kootenays Canis latrans,Yes (commonly),3-9 months
Kootenays,Canis lupus,-0.769598066,0.533083458,-0.865895993,0.644205016,Year,-0.885048546,2.367422575,1.105993722,-1.402930352,High,Closed,Canidae,carnivore,Closed,mix,G,large_carnivore,0.259058658,0.4775,Kootenays Canis lupus,Yes (commonly),>9 months
Kootenays,Cervus elaphus,-0.781708942,0.234939222,-0.865895993,0.644205016,Year,-0.885048546,0.557287084,1.105993722,-1.402930352,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.259058658,0.4897,Kootenays Cervus elaphus,Yes (commonly),<3 months
Kootenays,Erethizon dorsatum,0.992886313,1.555613126,-0.865895993,0.644205016,Year,0.097963389,-0.046091413,1.105993722,-1.402930352,High,Closed,Erethizontidae,herbivore,Closed,nocturnal_only,S,small_herbivore,0.259058658,0.355,Kootenays Erethizon dorsatum,No,NA
Kootenays,Gulo gulo,2.019203286,1.570259161,-0.865895993,0.644205016,Year,2.063987257,0.557287084,1.105993722,-1.402930352,High,Closed,Mustelidae,omnivore,Closed,nocturnal_only,G,small_carnivore,0.259058658,0.4648,Kootenays Gulo gulo,No,NA
Kootenays,Lepus americanus,0.117989717,0.206732362,-0.865895993,0.644205016,Year,-0.885048546,-0.64946991,1.105993722,-1.402930352,High,Closed,Leporidae,herbivore,Closed,nocturnal_only,G,small_herbivore,0.259058658,0.3092,Kootenays Lepus americanus,Yes (commonly),3-9 months
Kootenays,Lynx canadensis,0.093945666,0.251251759,-0.865895993,0.644205016,Year,0.097963389,-0.64946991,1.105993722,-1.402930352,High,Closed,Felidae,carnivore,Closed,nocturnal_only,G,small_carnivore,0.259058658,0.4648,Kootenays Lynx canadensis,Yes (commonly),<3 months
Kootenays,Lynx rufus,-0.793033465,1.390963714,-0.865895993,0.644205016,Year,-0.885048546,0.557287084,1.105993722,-1.402930352,High,Closed,Felidae,carnivore,Closed,nocturnal_only,G,small_carnivore,0.259058658,0.4481,Kootenays Lynx rufus,Yes (rarely),3-9 months
Kootenays,Mephitis mephitis,-1.523626257,1.409264862,-0.865895993,0.644205016,Year,2.063987257,0.557287084,1.105993722,-1.402930352,High,Closed,Mephitidae,omnivore,Closed,nocturnal_only,G,small_omnivore,0.259058658,0.3037,Kootenays Mephitis mephitis,Yes (commonly),3-9 months
Kootenays,Odocoileus hemionus,-0.746735906,0.243415541,-0.865895993,0.644205016,Year,-0.885048546,3.57417957,1.105993722,-1.402930352,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.259058658,0.4638,Kootenays Odocoileus hemionus,Yes (commonly),<3 months
Kootenays,Odocoileus virginianus,-0.591105127,0.192210104,-0.865895993,0.644205016,Year,-0.885048546,3.57417957,1.105993722,-1.402930352,High,Closed,Cervidae,herbivore,Closed,mix,G,large_herbivore,0.259058658,0.454,Kootenays Odocoileus virginianus,Yes (commonly),3-9 months
Kootenays,Oreamnos americanus,-0.847406623,2.215537825,-0.865895993,0.644205016,Year,-0.885048546,0.557287084,1.105993722,-1.402930352,High,Closed,Bovidae,herbivore,Closed,mix,G,large_herbivore,0.259058658,0.4471,Kootenays Oreamnos americanus,Yes (commonly),<3 months
Kootenays,Ovis canadensis,-1.057445191,1.499632738,-0.865895993,0.644205016,Year,-0.885048546,-0.64946991,1.105993722,-1.402930352,High,Closed,Bovidae,herbivore,Closed,mix,G,large_herbivore,0.259058658,0.4606,Kootenays Ovis canadensis,Yes (commonly),<3 months
Kootenays,Puma concolor,-1.806283594,1.224164668,-0.865895993,0.644205016,Year,-0.885048546,1.160665581,1.105993722,-1.402930352,High,Closed,Felidae,carnivore,Closed,mix,G,large_carnivore,0.259058658,0.4536,Kootenays Puma concolor,Yes (commonly),3-9 months
Kootenays,Taxidea taxus,-0.358487255,2.78785043,-0.865895993,0.644205016,Year,0.097963389,-0.64946991,1.105993722,-1.402930352,High,Closed,Mustelidae,carnivore,Closed,nocturnal_only,G,small_carnivore,0.259058658,0.4429,Kootenays Taxidea taxus,No,NA
Kootenays,Ursus americanus,-0.706362907,0.342274862,-0.865895993,0.644205016,Year,0.097963389,0.557287084,1.105993722,-1.402930352,High,Closed,Ursidae,omnivore,Closed,mix,G,large_omnivore,0.259058658,0.4763,Kootenays Ursus americanus,Yes (commonly),3-9 months
Kootenays,Ursus arctos,-0.359807391,0.273997751,-0.865895993,0.644205016,Year,0.097963389,1.160665581,1.105993722,-1.402930352,High,Closed,Ursidae,omnivore,Closed,mix,G,large_omnivore,0.259058658,0.4748,Kootenays Ursus arctos,No,NA
Kootenays,Vulpes vulpes,-0.903257376,0.879542897,-0.865895993,0.644205016,Year,0.097963389,1.764044078,1.105993722,-1.402930352,High,Closed,Canidae,omnivore,Closed,mix,G,small_omnivore,0.259058658,0.4547,Kootenays Vulpes vulpes,Yes (rarely),3-9 months
KS_Forest_Lawrence,Canis latrans,-1.200030167,0.771821801,-0.523314573,0.079187005,Year,0.097963389,1.160665581,-0.692903449,0.052404977,Low,Open,Canidae,carnivore,Open,mix,G,small_carnivore,1.212234396,0.4856,KS_Forest_Lawrence Canis latrans,No,NA
KS_Forest_Lawrence,Didelphis virginiana,-0.000755179,0.713316635,-0.523314573,0.079187005,Year,2.063987257,-0.046091413,-0.692903449,0.052404977,Low,Open,Didelphidae,omnivore,Open,nocturnal_only,S,small_omnivore,1.212234396,0.2745,KS_Forest_Lawrence Didelphis virginiana,No,NA
KS_Forest_Lawrence,Lynx rufus,-0.822755922,1.615961106,-0.523314573,0.079187005,Year,-0.885048546,0.557287084,-0.692903449,0.052404977,Low,Open,Felidae,carnivore,Open,nocturnal_only,G,small_carnivore,1.212234396,0.4481,KS_Forest_Lawrence Lynx rufus,No,NA
KS_Forest_Lawrence,Mephitis mephitis,-0.868120552,1.224894567,-0.523314573,0.079187005,Year,2.063987257,0.557287084,-0.692903449,0.052404977,Low,Open,Mephitidae,omnivore,Open,nocturnal_only,G,small_omnivore,1.212234396,0.3037,KS_Forest_Lawrence Mephitis mephitis,No,NA
KS_Forest_Lawrence,Odocoileus virginianus,-0.144254824,0.358510803,-0.523314573,0.079187005,Year,-0.885048546,3.57417957,-0.692903449,0.052404977,Low,Open,Cervidae,herbivore,Open,mix,G,large_herbivore,1.212234396,0.454,KS_Forest_Lawrence Odocoileus virginianus,No,NA
KS_Forest_Lawrence,Procyon lotor,-0.026308407,0.750506436,-0.523314573,0.079187005,Year,2.063987257,-1.252848407,-0.692903449,0.052404977,Low,Open,Procyonidae,omnivore,Open,nocturnal_only,G,small_omnivore,1.212234396,0.4371,KS_Forest_Lawrence Procyon lotor,No,NA
KS_Forest_Lawrence,Sylvilagus floridanus,1.725947312,1.542691309,-0.523314573,0.079187005,Year,-0.885048546,3.57417957,-0.692903449,0.052404977,Low,Open,Leporidae,herbivore,Open,mix,G,small_herbivore,1.212234396,0.286,KS_Forest_Lawrence Sylvilagus floridanus,No,NA
